Row,raw_tempo,raw_loudness
Grumiaux_Gavotte_1,68.0786686838124,-18.9857331886298
Grumiaux_Gavotte_2,74.0131578947368,-16.3416388079019
Grumiaux_Gavotte_3,74.0131578947368,-16.714962944884
Grumiaux_Gavotte_4,93.7499999999999,-17.0937213343315
Grumiaux_Gavotte_5,61.1413043478262,-20.1954319816267
Grumiaux_Gavotte_6,89.2857142857142,-20.9455276179048
Grumiaux_Gavotte_7,67.3652694610779,-20.7580639462591
Grumiaux_Gavotte_8,71.2589073634204,-19.3773663190595
Grumiaux_Gavotte_9,88.9328063241106,-19.7540812632748
Grumiaux_Gavotte_10,70.3125000000001,-23.3178463937961
Grumiaux_Gavotte_11,93.7499999999999,-21.8336088442633
Grumiaux_Gavotte_12,79.7872340425529,-26.5274662828601
Grumiaux_Gavotte_13,67.9758308157101,-21.4084010387802
Grumiaux_Gavotte_14,83.3333333333335,-23.3835811918962
Grumiaux_Gavotte_15,68.5975609756095,-19.8663284616764
Grumiaux_Gavotte_16,110.294117647059,-22.0016461301892
Grumiaux_Gavotte_17,68.181818181818,-25.3451430205018
Grumiaux_Gavotte_18,79.7872340425533,-19.6711604739912
Grumiaux_Gavotte_19,83.3333333333335,-25.6802186727705
Grumiaux_Gavotte_20,84.9056603773584,-21.661491201519
Grumiaux_Gavotte_21,94.1422594142258,-26.1902813094708
Grumiaux_Gavotte_22,87.2093023255815,-25.3486678876631
Grumiaux_Gavotte_23,83.3333333333331,-23.6377478919537
Grumiaux_Gavotte_24,90.8059023836549,-20.5466651583016
Grumiaux_Gavotte_25,77.5277269301176,-22.3708019035071
Grumiaux_Gavotte_26,93.7499999999999,-18.8183855887272
Grumiaux_Gavotte_27,92.9752066115703,-17.8491477103234
Grumiaux_Gavotte_28,79.505300353357,-21.6807022428747
Grumiaux_Gavotte_29,82.4175824175822,-14.1861098786102
Grumiaux_Gavotte_30,71.656050955414,-18.2685020863042
Grumiaux_Gavotte_31,81.5217391304351,-18.3539774956956
Grumiaux_Gavotte_32,97.8260869565212,-19.4900814571993
Grumiaux_Gavotte_33,74.5033112582785,-21.128196333225
Grumiaux_Gavotte_34,80.9352517985608,-17.9846999721258
Grumiaux_Gavotte_35,93.7499999999999,-15.6366009252612
Grumiaux_Gavotte_36,78.6713286713285,-17.1315407506401
Grumiaux_Gavotte_37,72.1153846153846,-18.9614082519695
Grumiaux_Gavotte_38,70.9779179810726,-17.8805848885387
Grumiaux_Gavotte_39,76.2752264420784,-19.796814280294
Grumiaux_Gavotte_40,65.2144377519134,-18.7210724549449
Grumiaux_Gavotte_41,74.0131578947369,-18.0569844302889
Grumiaux_Gavotte_42,74.6268656716419,-23.7624473805467
Grumiaux_Gavotte_43,69.7674418604649,-19.7042367094701
Grumiaux_Gavotte_44,66.9642857142859,-27.0450488578016
Grumiaux_Gavotte_45,69.2307692307692,-27.1699374546083
Grumiaux_Gavotte_46,72.4637681159421,-20.460798234973
Grumiaux_Gavotte_47,72.6978998384491,-16.401594472497
Grumiaux_Gavotte_48,77.4526678141134,-16.1736253526827
Grumiaux_Gavotte_49,73.2899022801304,-19.1628129173749
Grumiaux_Gavotte_50,81.5217391304351,-20.1687341386768
Grumiaux_Gavotte_51,82.8729281767956,-20.8640703009729
Grumiaux_Gavotte_52,69.7674418604649,-20.0889385713316
Grumiaux_Gavotte_53,67.9758308157099,-18.8142630311867
Grumiaux_Gavotte_54,90.7258064516132,-24.4348458302629
Grumiaux_Gavotte_55,72.1153846153852,-22.1978356149414
Grumiaux_Gavotte_56,70.7547169811322,-21.2343350504285
Grumiaux_Gavotte_57,108.173076923075,-25.4568918213262
Grumiaux_Gavotte_58,78.3972125435543,-21.3808880028958
Grumiaux_Gavotte_59,68.1818181818185,-24.7752940080393
Grumiaux_Gavotte_60,63.5593220338991,-18.6318656196629
Grumiaux_Gavotte_61,98.2532751091691,-22.0856958112882
Grumiaux_Gavotte_62,78.1249999999999,-22.7298277980942
Grumiaux_Gavotte_63,84.5864661654135,-17.000510784493
Grumiaux_Gavotte_64,73.7704918032788,-25.6704739297982
Grumiaux_Gavotte_65,84.9056603773589,-23.016329632885
Grumiaux_Gavotte_66,89.2857142857147,-23.3287006834494
Grumiaux_Gavotte_67,75.0000000000003,-25.5925976662534
Grumiaux_Gavotte_68,74.750830564784,-24.8381464765183
Grumiaux_Gavotte_69,91.8367346938772,-20.7270350104968
Grumiaux_Gavotte_70,82.1167883211681,-24.4321481409776
Grumiaux_Gavotte_71,87.8906249999987,-18.7385863313052
Grumiaux_Gavotte_72,87.2093023255811,-18.9104596495363
Grumiaux_Gavotte_73,88.5826771653557,-23.6482441894706
Grumiaux_Gavotte_74,74.750830564784,-14.1977632256925
Grumiaux_Gavotte_75,67.9758308157101,-18.9144811667421
Grumiaux_Gavotte_76,96.9827586206892,-16.9172751479739
Grumiaux_Gavotte_77,87.8906250000005,-22.897141912511
Grumiaux_Gavotte_78,76.0135135135123,-21.7978476413418
Grumiaux_Gavotte_79,90.7258064516132,-19.4689954499853
Grumiaux_Gavotte_80,74.5033112582791,-12.6474678294122
Grumiaux_Gavotte_81,76.7918088737199,-17.246214963509
Grumiaux_Gavotte_82,90.7258064516132,-19.8038634855996
Grumiaux_Gavotte_83,68.3371298405467,-18.0878070690984
Grumiaux_Gavotte_84,76.013513513513,-18.4250754342602
Grumiaux_Gavotte_85,69.2307692307698,-16.6374797608364
Grumiaux_Gavotte_86,71.4285714285711,-18.9471512695802
Grumiaux_Gavotte_87,75.0000000000003,-26.4900733617162
Grumiaux_Gavotte_88,71.4285714285711,-20.00496991996
Grumiaux_Gavotte_89,68.3890577507599,-28.2729768631257
Grumiaux_Gavotte_90,66.1764705882353,-28.0991434157529
Grumiaux_Gavotte_91,76.0135135135137,-21.5307102974825
Grumiaux_Gavotte_92,63.9204545454543,-20.2381235691284
Grumiaux_Gavotte_93,82.7205882352943,-15.8687354526206
Grumiaux_Gavotte_94,94.1422594142263,-16.6246313054828
Grumiaux_Gavotte_95,61.3079019073568,-14.319266324782
Grumiaux_Gavotte_96,87.2093023255811,-14.3080796031795
Grumiaux_Gavotte_97,78.1249999999999,-20.5119642164752
Grumiaux_Gavotte_98,70.3124999999995,-19.9133116059778
Grumiaux_Gavotte_99,90.0000000000013,-16.8627096545251
Grumiaux_Gavotte_100,79.6460176991146,-15.6778941840218
Grumiaux_Gavotte_101,76.6609880749577,-21.5108717968051
Grumiaux_Gavotte_102,70.7547169811322,-18.7171149599932
Grumiaux_Gavotte_103,85.5513307984785,-24.680782189353
Grumiaux_Gavotte_104,77.8546712802779,-25.5613504146763
Grumiaux_Gavotte_105,85.2272727272718,-18.0099192941569
Grumiaux_Gavotte_106,72.1153846153852,-15.7265238726378
Grumiaux_Gavotte_107,91.4634146341455,-21.8789868266646
Grumiaux_Gavotte_108,84.5864661654135,-25.6259316267499
Grumiaux_Gavotte_109,83.9552238805963,-14.5356416217467
Grumiaux_Gavotte_110,76.5306122448988,-22.8401741909295
Grumiaux_Gavotte_111,89.2857142857147,-23.7844818881525
Grumiaux_Gavotte_112,75.5033557046975,-24.3514023649301
Grumiaux_Gavotte_113,96.9827586206892,-15.9316566012456
Grumiaux_Gavotte_114,71.2025316455703,-16.321766622351
Grumiaux_Gavotte_115,77.0547945205466,-21.1599703626662
Grumiaux_Gavotte_116,77.5862068965538,-18.5413150019766
Grumiaux_Gavotte_117,88.5826771653539,-16.7118791497145
Grumiaux_Gavotte_118,78.1249999999999,-19.5822328898221
Grumiaux_Gavotte_119,93.3609958506198,-16.4755391975383
Grumiaux_Gavotte_120,83.0258302583023,-16.4963858258556
Grumiaux_Gavotte_121,80.6451612903226,-17.6916550305319
Grumiaux_Gavotte_122,72.3472668810298,-13.5975665804959
Grumiaux_Gavotte_123,79.7872340425522,-16.9015099094572
Grumiaux_Gavotte_124,100.896860986549,-19.7209763497364
Grumiaux_Gavotte_125,78.3972125435543,-17.5073394932808
Grumiaux_Gavotte_126,78.1249999999999,-17.514522951234
Grumiaux_Gavotte_127,98.6842105263151,-15.6380390527659
Grumiaux_Gavotte_128,78.1249999999999,-14.7145615943344
Grumiaux_Gavotte_129,80.9352517985615,-12.8654352863493
Grumiaux_Gavotte_130,80.6451612903226,-15.074008265893
Grumiaux_Gavotte_131,81.2274368231054,-12.2092919837041
Grumiaux_Gavotte_132,76.530612244896,-10.4801207397848
Grumiaux_Gavotte_133,67.3652694610794,-15.8887693677192
Grumiaux_Gavotte_134,92.9752066115713,-15.858174192418
Grumiaux_Gavotte_135,83.3333333333302,-17.1156845111301
Grumiaux_Gavotte_136,89.2857142857147,-19.3735306460228
Grumiaux_Gavotte_137,89.2857142857147,-18.9226265790783
Grumiaux_Gavotte_138,93.750000000002,-18.077005347482
Grumiaux_Gavotte_139,67.1641791044767,-19.1615306996621
Grumiaux_Gavotte_140,81.5217391304359,-19.5362095581408
Grumiaux_Gavotte_141,65.9824046920819,-16.102168376574
