,Row,DynRange,DynIQR,DynStDev,TempRange,TempIQR,TempStDev,DynPolyCoeff1,DynPolyCoeff2,DynPolyCoeff3,TempPolyCoeff1,TempPolyCoeff2,TempPolyCoeff3
21,Grumiaux Gavotte bar: 22,13.14475360149811,3.2449660786783205,4.044869966047031,18.70889382364176,6.300428808804181,9.751955989230098,-0.008904968985022287,0.08755119919480805,-13.247942178017915,0.329240391770003,-1.2851885187005772,79.96582482407179
22,Grumiaux Gavotte bar: 23,19.04147219800865,4.270210356502288,4.060322906285819,35.53525226390897,11.99679564454483,15.445523520044453,-0.014008367218820832,0.38944386591388525,-20.321278794260493,0.6017045004974559,-10.094512364007404,100.84703768252481
23,Grumiaux Gavotte bar: 24,21.853235252249306,6.120343401956564,10.054527143832559,11.702444925520382,5.4108973085194325,7.4864644722348075,0.015023157818933153,-0.8784450522186286,-16.268877578492674,-2.107990226642788,14.283183369331336,46.03955459340451
24,Grumiaux Gavotte bar: 25,16.356537424523935,3.8578247104746866,5.501283505491273,9.09070072270464,3.394303178833879,5.104532652980083,-0.002470015096601875,-0.10927633693000496,-22.54125955127925,-1.167818781135263,8.113078894178107,63.21774803313696
25,Grumiaux Gavotte bar: 26,17.11464405661218,4.6064148084332235,7.750451476298053,13.352813597479667,4.660262465815872,1.9948912767491294,0.016473991960059442,-0.9438647024809784,-15.793546779972749,-1.2417575885560797,10.302315954805119,62.54610734328913
26,Grumiaux Gavotte bar: 27,12.222348094493611,2.8286845049074456,3.046904527992041,15.044479330192061,4.419939836591852,5.412548114410498,-0.002603805141515428,0.15215023053436097,-28.202934183288956,-0.17467896226363164,2.487376420711858,75.45165540118975
27,Grumiaux Gavotte bar: 28,19.55182414407409,5.251732241878625,6.524892711333507,10.531101975672513,3.703735464216492,6.2266441857996,0.004521023421305217,0.2588036521795679,-28.36406272321379,-0.3336249831177089,3.7131746046051926,74.72382494616069
28,Grumiaux Gavotte bar: 29,14.847997930399913,3.117096498551183,4.260360528754703,16.494560513037925,5.421666456322875,4.127698742536538,-0.0012221017595739907,-0.0003455984876527056,-18.969224829424746,-0.5298405189318698,3.872415751077908,79.53407886226171
29,Grumiaux Gavotte bar: 30,18.192209329245884,5.505305483121249,9.756704747563163,1.075098751097201,0.4731468881501108,0.7117266580742694,0.014261927443734482,-0.8183943884913661,-13.009940182625384,-0.35586332903713247,1.9610026916971202,68.16230249780519
30,Grumiaux Gavotte bar: 31,17.72677018017538,5.009268350059172,7.358099685692991,10.519294988799494,4.163833120800269,6.293654847340974,-0.008259376341145215,0.17566049692763128,-23.60714059183053,-1.3150938803498375,5.863650632112382,66.36852880754803
31,Grumiaux Gavotte bar: 32,25.10888914256924,6.077676063956405,7.698734974777167,22.109178367780522,8.826461215700983,11.738178308959846,0.029403682327425205,-1.0155617119865343,-22.439082161967836,-2.0084094827368872,17.659360754693463,47.586290754020155
32,Grumiaux Gavotte bar: 33,12.647756095753152,3.2023923869415265,3.2372333783465024,17.222529786840724,5.567906785661525,6.4871000752794,-0.009472387407582182,0.4934366781725008,-24.064457543675037,-0.5265037878531762,3.5839479578788755,75.60470757500279
33,Grumiaux Gavotte bar: 34,14.345810128758217,3.895912469225424,6.7068495165730155,22.665528767514218,7.762721538228,10.473570634302916,-0.00966420853224421,0.11572037918809248,-17.867827235043876,-1.1636996246290607,11.504039841001978,61.84336493336035
34,Grumiaux Gavotte bar: 35,14.320024267233237,3.8027950503304986,6.101052719777414,17.997715872307054,6.2002929213529665,8.475425721266745,0.005240373643803323,-0.3995364506178266,-16.41604011499871,-0.6839118996612159,7.783624438850776,63.84492998741765
35,Grumiaux Gavotte bar: 36,14.449306642838053,3.3515735382851437,3.7719446551978706,14.277464065708813,4.946556921176063,8.145361610015044,0.005318244826776971,-0.06669144636249869,-22.34081928219694,-0.04540882572432677,1.4392782627859273,78.95755077878957
36,Grumiaux Gavotte bar: 37,12.716060979187489,2.976620707676334,3.5708364223666393,16.149114022933375,5.540765420306992,8.301015694312184,-0.0027312472149633145,0.3044655509068066,-22.688993701963717,0.2396312062621723,-2.062199243775385,87.26747604173694
37,Grumiaux Gavotte bar: 38,15.161066818663983,3.480323273192669,4.8127572042273385,6.9908236609933425,2.3967206486511823,3.6848633751531708,-0.014027005818427292,0.3211201466431782,-17.65355652599253,0.1992601307263904,-1.736164195926547,85.44267826752537
38,Grumiaux Gavotte bar: 39,11.54003329371011,2.843957159024199,3.732904212006474,16.48950031961111,5.2986725814342766,4.935161671276916,0.00985448991402723,-0.2838964379473365,-20.12111293723181,-0.35410432420526833,2.7837725394111366,83.43627573397043
39,Grumiaux Gavotte bar: 40,11.661286183476932,3.127508266625699,3.7481000727161273,21.773680864595548,7.010636080811148,9.585423066626504,-0.017065830713168306,0.7801728776839681,-25.02507009671728,0.2978031842910851,-0.699376002874498,77.97881166560093
40,Grumiaux Gavotte bar: 41,7.004637367622536,1.7951644767970314,2.9107002493360596,23.690078037909487,7.2749579011089525,8.873199492826075,-0.004800058609826441,0.07185532776094916,-14.96199865725844,0.36519451608822107,-4.804927895258352,94.4986389967712
41,Grumiaux Gavotte bar: 42,11.311151067038168,3.5914138082512834,6.423306613587741,18.262038335669416,6.255195074958546,5.324991962275291,0.006332820537752497,-0.5138931679515835,-11.955700221681958,0.707456187957012,-2.248448995150172,76.56614742308767
42,Grumiaux Gavotte bar: 43,11.523525634353518,2.6651878989515883,3.5385990651186034,40.05013077593602,12.660771274441997,13.29480418779547,-0.000110641932192423,-0.13039191814069756,-15.540699100972601,-0.03967188682757755,-4.007425578490265,91.86429289033424
43,Grumiaux Gavotte bar: 44,24.479785641883154,5.849700111555164,6.116237154410669,19.281017203388068,8.558456740956787,10.992335619201043,0.005224635665094804,-0.3294336135415599,-15.915854759558464,-4.144340792093518,26.217871770068097,28.60214469770061
44,Grumiaux Gavotte bar: 45,12.937426210162414,3.55616578319569,5.909619334062469,13.58472699098894,5.3504496326138185,7.949283227028431,-0.018235898539985394,0.574457451298945,-20.96419308715319,-0.7107324023480095,7.428204613983735,60.478271091559805
45,Grumiaux Gavotte bar: 46,14.403568522814169,3.276624826769391,3.8644752689546635,2.4932295380343987,0.8951735295100117,1.4679878842683678,0.0004254824606171867,-0.17118470886810558,-14.392828597246831,0.03732742813755151,-0.1378542260771408,80.00489650012769
46,Grumiaux Gavotte bar: 47,8.35589218207474,2.8289024681247494,5.246768902627878,36.20451858662918,13.6359167431857,21.771539299757926,-0.003371269042373377,0.0945099501853124,-17.71887538286825,-0.8677276721792593,0.8378524330194673,81.4314206006433
47,Grumiaux Gavotte bar: 48,23.638901648643355,6.465705483933856,9.492267074490599,30.186135160890814,13.435005570486936,20.124090107260535,0.011635973254037762,-0.8145226773835561,-10.08353970035275,-2.969611537331871,24.910102740289624,23.376729340848957
48,Grumiaux Gavotte bar: 49,20.107143126194273,5.523176069364187,6.022527182178237,4.845744764400507,1.8944090628828076,2.9841264521612203,-0.003948315147334703,-0.19248146480435363,-17.447228077057975,0.17472214602938643,-2.0657201691153526,77.00917351321827
49,Grumiaux Gavotte bar: 50,15.379735582470005,4.742974907107565,8.48469153777873,9.680475016625394,3.432570120134586,3.5984890591755203,0.011230518861079553,-0.7575323325012939,-13.1535272149744,-1.069774749402154,7.581186092661374,65.4547721734057
50,Grumiaux Gavotte bar: 51,10.216674410152677,2.6772406166075604,3.970644875927391,15.920135705118497,4.962755562582787,7.641776744944323,-0.002834370915920979,0.01278350892092053,-22.61788090512663,-0.40274129170572726,5.212306343081942,68.42694196126962
51,Grumiaux Gavotte bar: 52,14.545037076085634,3.8224804141620035,5.38664989490286,9.431006804048565,3.2561432921969855,6.042446994380285,0.0033186775897574706,0.15409459466275907,-25.98980181697698,-0.47717528308370716,5.085928003839094,70.85061754787954
52,Grumiaux Gavotte bar: 53,12.97361877143527,3.2043398871742084,5.076269739585811,17.223555746723065,5.788974622717581,8.48428666311878,-0.00037804971209556794,0.0041701166552481255,-19.885295475859976,-0.68058726631717,5.738339727332312,72.17813121954262
53,Grumiaux Gavotte bar: 54,18.43802877589411,5.560660883942363,9.703395642625722,1.0814323595875663,0.4842916455827551,0.6354055684639377,0.018357588998131984,-0.9810804774967772,-11.53061815106626,0.22301339556182026,-0.7973641935771371,72.20188760661088
54,Grumiaux Gavotte bar: 55,21.96695883636403,5.479230067995347,7.862078016961675,11.810894992486958,4.748791855493143,7.54672900884821,-0.0008650925812567656,-0.08422357896797888,-21.238873545797187,-0.2826660221274604,-1.2787169004961567,74.09521822059124
55,Grumiaux Gavotte bar: 56,18.307990571394157,5.180302549800239,7.255495058847401,21.048431649375622,6.875045510914206,3.6270390188949477,0.02595203406832921,-1.1117664524114363,-22.002127058303387,-0.3954231172701206,6.052955785279901,57.67311707373726
56,Grumiaux Gavotte bar: 57,9.641283474501108,2.707453222659084,3.900830568309516,7.562674257840243,2.573006039932923,3.342054454785668,0.000356888103361357,-0.0469616188687225,-22.035879341103445,0.10248663557013588,-0.4028780199852887,79.6063539107503
57,Grumiaux Gavotte bar: 58,12.603294144619383,3.01133123588442,3.9558176872115496,14.121196803093753,4.520335120657524,6.57270225599855,0.012247178586016465,-0.3059478240233564,-20.289546564086667,-0.36899727978578556,3.356400659958521,78.06220877124231
58,Grumiaux Gavotte bar: 59,11.050898793145961,2.7972927655654405,3.569118721092565,13.31492884214886,4.287814380517055,4.973453207099837,-0.018071653767303505,0.6473457926583813,-20.740186593971156,-0.430736311212938,4.028650477760876,75.9860517545892
59,Grumiaux Gavotte bar: 60,12.376180976133753,3.2603435196200548,5.3654471476764485,24.531611854702852,7.172083204304118,6.495788919676457,-0.0031225859231957457,0.3163483261881963,-17.855740803300144,-0.8921325680907606,8.262528435155962,64.25840153761304
60,Grumiaux Gavotte bar: 61,12.258454366014007,2.5760290451893106,3.291548774211435,27.340517304749262,9.875328852349229,14.9154024862722,-0.0020567095847996986,-0.03194753950586103,-15.465137614934498,-1.532199688201198,15.706451419066802,46.829957550171414
61,Grumiaux Gavotte bar: 62,9.207466727771646,2.311619023357122,2.8367716652960695,27.038848728644936,7.730968180864185,8.748810127063237,-0.007261664668836066,0.2103372536154756,-21.969140369187027,-0.8971126011610223,10.674836712148261,54.07400138479621
62,Grumiaux Gavotte bar: 63,9.788868100005345,2.721174772401727,4.333466114039425,10.715015641904998,3.7853206368003205,6.725136333707852,0.01067885779440387,-0.3121263482438854,-20.630163317219182,-0.5225000063852259,5.533069108655325,70.7290687083488
63,Grumiaux Gavotte bar: 64,12.580354433468074,3.208473845074152,4.733848781517338,18.232076358856048,6.017299643539116,8.711055007981201,0.016877635243516848,-0.6831165756838601,-14.696035233997431,-0.8756564513632558,8.273325274749945,67.96806666431767
64,Grumiaux Gavotte bar: 65,9.637088139823902,2.569011785127395,4.150261100416657,14.746222253120422,5.048022599616253,8.408560313647186,-0.0016041427649221005,-0.04740262253860246,-20.834435513213368,-0.7332760122099402,7.952237720885144,62.03865108747009
65,Grumiaux Gavotte bar: 66,10.004803883993816,2.5850352493251134,4.437054334366792,11.381651629414492,4.525843375165386,8.414559519086566,-0.001481506415357114,0.22704985037160408,-26.01376528093393,-0.16715980926801827,1.7589620944346067,75.77925236493621
66,Grumiaux Gavotte bar: 67,10.977045567071968,3.0628055348525467,5.04966853031965,9.14664215307559,3.3807061682538095,6.1529523544800355,0.007516020654277947,-0.008877304766174009,-19.66836583405531,-0.25576492688799013,2.8900015620146133,78.57775914787757
67,Grumiaux Gavotte bar: 68,10.387223968975036,3.268145834550949,5.83597607836262,7.675170188068023,2.8977571198630594,4.87040643126835,-0.0009678079536131742,-0.20489689429262267,-11.941300516191605,-0.019350293497580166,-0.630038052817534,83.99635339694983
68,Grumiaux Gavotte bar: 69,14.211595632523085,4.328214638686703,8.101031273937082,19.246722384808464,7.2523176193686005,11.897587316126675,-0.0008711608384738768,-0.3009480569897674,-16.61769632891648,-0.08025165896753297,3.082605871261549,71.35335004678282
69,Grumiaux Gavotte bar: 70,12.748642430467953,3.4522761680864256,5.277849230479674,18.203660669250624,6.652838717520843,10.637093389914995,0.013624978569366059,-0.3595861201318701,-20.9524186449351,1.009581018309579,-10.583061936844492,102.79134159332627
70,Grumiaux Gavotte bar: 71,11.11257987805692,2.9395422201485495,4.312416192136027,37.65976871576229,13.21975434145211,19.99436926227375,-0.014547059717920417,0.6023741670012773,-20.415182917418647,0.39371462741011315,-9.214863443368815,99.10397773175897
71,Grumiaux Gavotte bar: 72,19.69106675740727,4.941530228374301,7.193824435967699,24.253549893018864,10.496284352764306,16.169033262012576,0.007342674153717721,-0.43706540917551945,-11.701219169257293,-0.9642237625634689,12.90563544382363,41.124626054588745
72,Grumiaux Gavotte bar: 73,15.363637692849409,4.4098020816933445,6.263967181007047,6.613719745688925,2.456677804790609,3.4096835011432773,0.004855904582811018,-0.4781548449960713,-11.290496517587847,0.5715321065419483,-4.160118263345602,80.16131325578948
73,Grumiaux Gavotte bar: 74,15.565950511505378,4.55759124205788,7.288029130430971,5.182920474104577,2.0036784931638016,2.9203578769067207,0.016239513401490057,-0.9405643845936714,-10.8717878128886,-0.3764106754041142,3.0894066013214276,73.39147620477154
74,Grumiaux Gavotte bar: 75,14.6021919730141,2.9611131950906677,1.902522522014209,16.368868069387275,5.089605086658533,5.800084776885711,-0.009835289313272643,0.3859886029452978,-23.702180031994562,-0.15057306703648565,2.311655742832744,72.28305291322897
75,Grumiaux Gavotte bar: 76,15.516193469172663,4.1661023779413595,5.6055004364067855,15.669900752500112,5.307223779960662,6.787454461006092,0.0041842107646616646,0.17789610612696102,-24.10458787144684,-0.7806029013545345,7.428712081703013,68.8695899209433
76,Grumiaux Gavotte bar: 77,14.377721786521192,3.2970428343897873,4.294615551686917,12.74359729661873,4.097393599257409,4.964358864736937,-0.004951402100503326,0.16220269159055178,-18.00955413745767,-0.5522626691023538,5.286120995643115,70.69030708999078
77,Grumiaux Gavotte bar: 78,24.062965766834395,5.1956277597920435,5.83216754445732,6.052659355296029,2.6242761958915612,3.732497665806278,0.01290644424296988,-0.5766777741209547,-14.255723741119018,1.8662488329031353,-10.491325009260565,82.63823407109466
78,Grumiaux Gavotte bar: 79,21.072214936357682,5.249932794280529,7.27075133392654,11.400195255377938,4.324441925272992,5.949094221716976,-0.008584590158572991,0.08499191895086121,-17.032025914217332,-0.271049507167092,-1.0669480624560315,71.61771531225496
79,Grumiaux Gavotte bar: 80,24.343963682369406,6.511385052577754,8.059105016559641,15.875044514990392,6.241798907789829,6.9284250383969805,0.004553810717170117,0.06312783158388337,-23.38569696605282,-2.5624730065152717,17.878572793276046,44.064953365412784
80,Grumiaux Gavotte bar: 81,13.687871846215671,3.570620145548673,5.411948497828718,18.32922716045867,5.973624308125146,6.860862876824612,-0.0018192850395439284,-0.11572520715762397,-11.17591464797146,-1.3740088507250974,11.056567572571822,58.59123097716586
81,Grumiaux Gavotte bar: 82,16.815813044460242,4.704497561956147,7.825996510177177,14.265452397613373,6.21094355843686,11.198362651699838,0.017702785554330223,-0.9836582922331788,-10.792701540654768,-2.0551160693183532,15.17929077293715,52.36561134305146
82,Grumiaux Gavotte bar: 83,8.111799232625458,2.4560505442484786,3.9003761697420316,17.363250574951252,5.839877436481487,7.422935542939115,0.011523779350407557,-0.3613356120828147,-18.83073305482936,-0.6041372472811476,6.055591110073506,67.70284228165148
83,Grumiaux Gavotte bar: 84,12.83110073479952,3.820276144169725,7.325729531158288,29.695024077039506,9.57913988789467,7.282333193407254,0.015411867833044188,-0.7230128765996675,-12.841660528793511,0.6281888056181284,-1.2211225427252481,74.08693302210139
84,Grumiaux Gavotte bar: 85,13.453497434605026,3.238922834925772,4.219496488938404,43.431287813303356,13.285470654247819,11.733033698104379,0.001684156916183409,0.04660837115548168,-21.405587380651827,0.2077583440721485,-7.354370790455904,103.86497371691476
85,Grumiaux Gavotte bar: 86,10.393919959133257,2.6638559564254067,4.117871607096632,32.857067512895924,9.91338615487127,5.652530790354604,-0.002069234257006663,0.015819613745331522,-17.599720411929752,-1.5347648320384282,15.17360314977327,51.223474277744735
